source,target,t5_label,t5,actual
"""multilabel classification: Ai turret ignore list functions --- Implements feature(s) requested in issue #1272   The first feature is exposing a function to Torquescript that allows retrieving the count of the total number of objects on a turret's ai ignore list, ignoreListCount().    The second feature is exposing a function to Torquescript that allows retrieving a reference to an object on an AI turret's ignore list based off of the index in the list of that object, rather than the object's ID (so the object's ID does not have to be known beforehand).  The feature request issue #1272 requests for this feature to return the object's ID but then shows an example modifying the object directly (increasing the health of the object by 10), so to fulfill the requested functionality based on the example, this feature returns a reference to the object itself so that properties can be called and modified on the object directly, as shown in the example on the feature request.""",feature,feature,0,0
multilabel classification: Error when entity have a attribute enumeration (enum java). --- ,bug,bug,0,0
multilabel classification: Watch usages would be more intuitive if they were not case sensitive. --- ,bug,feature,0,0
"""multilabel classification: Add cancelButtonColor option --- It would be nice to have a `cancelButtonColor` option, similar to `confirmButtonColor`. """,feature,feature,0,0
"""multilabel classification: Component created using React.memo appears as """"Component"""" in snapshot --- """,bug,bug,0,0
multilabel classification: setDocumentRoot should not be called when running .war with java -jar --- ,bug,bug,0,0
multilabel classification: Add distance path detail --- We already have time and to avoid client side distance calculation we could easily offer this,feature,feature,0,0
"""multilabel classification: Don't calculate exception lists until we first need them. --- It turns out that importing `pytest` is surprisingly slow, to the point that it shows up as a significant cost when running Hypothesis under a profiler.    This PR changes our imports that we use to determine skip and failure exceptions to only happen when we first catch an exception. We still have to pay the cost (if you're not using the internal API, which I am), but this makes the initial import a lot faster, which can also be relevant for interactive usage.""",performance,performance,1,1
"""multilabel classification: Reverse property read entry vs. array part check order --- Because almost all array part reads go through the fast path, check the entry part first (previously array part was checked first) which is slightly faster. A property never exists in both parts at the same time, so the check order has no functional importance.""",performance,performance,1,1
multilabel classification: Executing the WAR file without an application server wont work with hazelcast --- ,bug,bug,0,0
multilabel classification: NPE executing liquibase:diff if oauth2 is selected as authentication method --- ,bug,performance,1,0
multilabel classification: Bug in multiselect when using react and many-to-many relationship --- ,bug,bug,0,0
"""multilabel classification: Adds a new function for defining network-aware console fields on NetObjects --- Adds a new function for defining static console fields on NetObjects- addNetworkedField()    This lets you attach a 32 bit netMask to the field, so that when it is changed, it automatically flags the associated bitmasks on the netobject as dirty.    This is to shortcut having to flag certain masks being marked as dirty through protected fields and just simplify/streamline the code.""",feature,feature,0,0
multilabel classification: Get rid of closure reference to `resolvedPromise` in `defer` --- Some memory profiling reveals this to be a bit problematic.  We only really need it for `promise.inspect()` (and `promise.valueOf()`). The rest of the references could be replaced with a boolean. ,performance,feature,0,1
"""multilabel classification: Remove unnecessary check for hrule in parseListMarker --- By the time parseListMarker is called, the hrule block start was already tried. In case it matches, no further block starts are tried. So the later check is not necessary and can be removed.  Mirrors jgm/commonmark.js#19 """,performance,feature,0,1
multilabel classification: Windows: cannot run production build for a monolith app with version 5.8.2 --- ,bug,bug,0,0
"""multilabel classification: Add internal duk_hboundfunc type and collapse bound function chains --- Add a separate internal `duk_hboundfunc` type for faster bound function handling. Also collapse bound function chains on creation so that the target of a bound function is always a non-bound function directly.    - [x] Add duk_hboundfunc, changes in call handling etc to use it  - [x] Improve bound function call handling to allocate a gap and copy tvals there rather than using duk_dup() + duk_insert() which gets quite slow for large argument counts  - [x] Check for footprint improvements, follow-ups if necessary  - [x] Review and finalize changes  - [x] Testcase changes  - [x] Check dump/load handling for bound functions, add test coverage  - [x] Releases entry""",performance,performance,1,1
"""multilabel classification: JSON endpoint for dynamic speeds, blocking etc --- implement option 1 discussed [here](https://discuss.graphhopper.com/t/more-flexibility-in-gh/71/3)    """,feature,feature,0,0
multilabel classification: Unused import in e2e tests for entities with byte+text --- ,bug,bug,0,0
multilabel classification: Issue #713 part 1: store tunnel and bridge tags. --- This PR adds a few utility methods to check if the edge is a tunnel or a bridge edge. ,feature,feature,0,0
multilabel classification: `yarn check` prints out two warnings when installing the latest Jest 24.4.0 packages --- ,bug,bug,0,0
"""multilabel classification: Implement an initial version of property caching --- Implement an initial version of property caching where the property cache key is a (generation, object, key) triple. The cache is implemented in GETPROP (the most common property read operation) and the object in the triple is for the starting point of a property lookup. The generation count is a quick way of invalidating the whole cache on any property write or other operation risking cache integrity: entries can be invalidated by a single heap-level generation counter increment without touching the entries themselves. The generation is checked on a cache lookup; no hash chaining is used, and each property lookup hash has only a single slot.    So far this is pretty experimental and some invalidation cases are still missing. The goal is to try to figure out if the approach is workable given all the low level details. Quite possibly some small detail may prevent this from being finished as a viable feature.    Initial results are reasonable however:  - tests/perf/test-array-read-lenloo""",performance,feature,0,1
multilabel classification: Entity `update` integration tests are persisting changes to the test database immediately --- ,bug,bug,0,0
"""multilabel classification: Expect dies with """"ReferenceError: Element is not defined"""" in """"node"""" test environment --- """,bug,bug,0,0
multilabel classification: [feature request] Direct ray-subd intersection --- +1.   https://groups.google.com/forum/#!topic/opensubdiv/Ru5sHZD0gGo  It would be great if OpenSubdiv have efficient direct ray-patch intersector with spatial accelerator(e.g. BVH).  Efficient ray - patch intersector will be applicable for texturing purpose also: e.g. ptex texture painting on non-OpenGL environment.  ,feature,feature,0,0
multilabel classification: Keytool command used in generateKeyStore doesnt work in windows --- ,bug,bug,0,0
"""multilabel classification: Make logging timestamps etc optional --- For debug purposes, the logging ouput prepended with host, timestamp and so forth can make it difficult to parse the output. For example, pretty printing json files becomes a hard to read affair. A simple command line option should suffice. """,feature,feature,0,0
multilabel classification: AuditEventConverter throws NPE if AuditEvent is created with a key and no value for data --- ,bug,bug,0,0
"""multilabel classification: Separate engine into dynamic modules (.dll/.so/.dylib) --- Separate everything into separate modules. For example console, postFX, component, gui, etc., etc., to be in modules """,feature,feature,0,0
multilabel classification: Missed update in Elasticsearch after update user via service/UserService.updateUser --- ,bug,bug,0,0
multilabel classification: How do I change the favicon.ico from the spring leaf to my own figure? --- ,bug,feature,0,0
"""multilabel classification: Miscellaneous performance improvements --- Miscellaneous performance improvement issues to test:  - [ ] Use a 'regs' pointer in executor stack frame instead of on-the-fly thr->valstack_bottom lookup - #298  - [ ] Use a stack local `interrupt_counter` in executor, with handling similar to stack local `curr_pc`  - [ ] Add debug instrumentation for setjmp/longjmp counts, as these are important value to optimize with Emscripten  - [ ] Check relevance of bytecode dispatch switch handling for Emscripten performance  - [ ] Improve compiler handling of label sites: omit explicit label site if it won't be needed (useful for making iteration statements faster); perhaps optional because of compiler footprint  - [ ] Emscripten: use struct instead of union for duk_tval?  - [ ] Further DUK_TVAL_SET_xxx_UPDREF() tweaking, add fast variants to all macros, check call sites and use fast ones only in hot spots  - [ ] Direct tval push macro test in API  - [ ] JSON leftovers described in: https://github.com/svaarala/duktape/pull/445#issuecomment-15""",performance,performance,1,1
"""multilabel classification: jest ALWAYS runs all files, ignoring the --onlyChanged option --- """,bug,bug,0,0
"""multilabel classification: Separate core module from osm reading --- Fixes #450 e.g. removing xml dependencies from model classes (node, way, relation). Moves several OSM related classes and tests into the module and makes it possible to avoid this overhead for Android. The breaking change now is that all code requiring OSM import has to change - maven dependency from `core` to `reader-osm` - change `GraphHopper` to `GraphHopperOSM`  But this makes integrating like #616 very easy e.g. in a submodule without effecting current dependencies which I really like.  The OSM parsing stuff is still included in the FlagEncoders like converting units to SI units or workarounds for certain OSM issues as well as parsing strings into objects. Such a change would be more intense and requiring us to convert the OSM data into some kind of intermediate object format. Another option would be to define a subset of OSM which is stricter and less complex but still valid OSM and use this as the intermediate format. But this is for another issue... """,feature,feature,0,0
,,,0,0
